date,state_0,state_1,state_2,state_3
2016-05-03,4.269059204028356e-127,3.08854430641581e-89,0.05789393608971196,0.9421060639100614
2016-05-04,2.0659237892575188e-119,9.822832368347208e-77,0.0001094744198566066,0.9998905255798592
2016-05-05,4.0167496339710413e-138,3.7739395661490126e-92,0.0017225361610227056,0.9982774638392972
2016-05-06,5.910398695267546e-132,2.1848377080520235e-86,0.09401710089895372,0.9059828991014028
2016-05-09,2.9717574113101155e-135,8.787519421083974e-85,0.024202382167971017,0.9757976178323773
2016-05-10,1.5458749453288305e-136,2.775203444485748e-85,5.121441762933182e-07,0.9999994878554791
2016-05-11,7.066442533239969e-131,4.084979449252345e-83,2.5862192981297733e-08,0.999999974137609
2016-05-12,2.062573613892308e-139,3.7433358707844986e-89,6.095973756362226e-06,0.9999939040266594
2016-05-13,2.7243172782678368e-129,5.626795754451954e-77,5.418813511317492e-06,0.9999945811861315
2016-05-16,7.081874242153097e-135,8.348687673347551e-82,1.2519561587870982e-06,0.9999987480440374
2016-05-17,9.075907075867052e-131,1.852124843343441e-78,2.154451967711846e-06,0.9999978455476155
2016-05-18,1.5703505156579126e-136,6.132396377515976e-82,7.872896499553066e-07,0.9999992127107732
2016-05-19,1.2232620678615819e-150,3.140806694930626e-98,9.46938047104576e-07,0.9999990530618497
2016-05-20,2.5039388395663482e-132,5.560722857649388e-78,2.534353148059115e-06,0.9999974656471122
2016-05-23,1.259962062681714e-133,7.993935476050039e-79,5.984206309799385e-07,0.9999994015790407
2016-05-24,6.848628985261125e-140,4.014643438475913e-85,2.4869345923938786e-07,0.9999997513068901
2016-05-25,4.299012032190205e-148,3.072946489014059e-96,2.5801599287133104e-07,0.9999997419836624
2016-05-26,1.7113245833649793e-145,3.696823284476414e-95,6.146030099640859e-07,0.9999993853973207
2016-05-27,5.4441561167758846e-135,6.000055634836729e-84,1.1296171092736474e-06,0.9999988703827526
2016-05-30,2.4412426365076185e-139,3.711826527993946e-89,1.7410088241031414e-07,0.9999998258990823
2016-05-31,2.3582474420533804e-132,3.0367541562432207e-82,4.794645663892519e-07,0.9999995205354265
2016-06-01,1.5329960863664925e-140,2.772554464714755e-91,6.249775795657169e-07,0.9999993750227211
2016-06-02,3.711711513205548e-136,1.3469277858424152e-87,4.043298918003633e-07,0.9999995956696601
2016-06-03,1.0318578185576246e-144,1.6262358404330584e-96,1.3008345294285467e-06,0.9999986991651261
2016-06-06,3.119969571922088e-144,4.3180055189588293e-97,5.485587134768848e-07,0.9999994514411495
2016-06-07,1.6353341853675764e-146,5.24685721052884e-100,1.9877683218473662e-07,0.9999998012235862
2016-06-08,3.5075654301153132e-130,6.535733483953844e-83,8.101003573447177e-07,0.9999991898997548
2016-06-09,1.1418591410415723e-133,7.249719898211625e-87,4.1099543263138224e-07,0.9999995890048857
2016-06-10,2.0769652234325714e-125,9.407734249714739e-78,4.6135055573531125e-07,0.9999995386498239
2016-06-13,4.877407946229801e-130,2.5246663763971415e-82,3.797506689999454e-07,0.9999996202496543
2016-06-14,1.801888347905693e-129,1.9848901541085516e-81,1.301598553612487e-06,0.9999986984011515
2016-06-15,4.2549507299575814e-136,1.4111627545335005e-88,4.893350637331714e-07,0.9999995106646853
2016-06-16,8.568249667611697e-129,2.9276252764430695e-81,4.1028059894329744e-07,0.9999995897197482
2016-06-17,4.799397331996852e-123,3.3938746010121515e-76,7.469144440765591e-06,0.9999925308554066
2016-06-20,5.559627235181212e-129,6.088230531233762e-81,1.2245653456358987e-05,0.9999877543463661
2016-06-21,6.324092350735699e-147,6.122366096338287e-99,2.034660990325395e-05,0.9999796533898857
2016-06-22,6.052365554586247e-256,1.1108906578692986e-180,1.0,3.03227593463258e-38
2016-06-23,1.2178507112110251e-59,0.034301805237619096,0.9656447229045578,5.3471858173473036e-05
2016-06-24,1.8269244317027778e-56,0.9995337620420158,0.0004661957036443246,4.225437593021459e-08
2016-06-27,2.63041422066433e-57,0.9999999965548341,3.44478577792039e-09,1.1251064401863383e-13
2016-06-28,2.3868184317900158e-60,1.0,8.871458787276467e-15,2.874863309455729e-25
2016-06-29,1.532927983944486e-54,0.99999260463034,7.395367632108259e-06,1.9497084980612867e-12
2016-06-30,1.4531348445163525e-55,1.0,8.218325581685132e-15,2.047741962891863e-37
2016-07-01,4.61398308273e-50,0.999999999994543,5.201545591462723e-12,3.767185625243926e-28
2016-07-04,1.7998354294491885e-56,1.0,1.1513480303846433e-20,3.402493538821546e-51
2016-07-05,4.560253163613039e-48,1.0,2.0553774050319862e-17,7.20619768072356e-36
2016-07-06,3.9462708983567354e-45,0.999999999998181,2.1551502326716566e-12,1.9993074448505317e-26
2016-07-07,3.037123041381717e-41,1.0,3.4162343420898646e-14,2.3445735141201075e-37
2016-07-08,2.7765261433307416e-42,0.9999999999990905,1.0178211308637727e-12,1.0362478534760105e-26
2016-07-11,2.985839643703979e-42,1.0,1.2735796249992319e-14,5.22292955910874e-28
2016-07-12,2.0684104975518942e-36,1.0,5.147557424587842e-14,7.366571135542823e-33
2016-07-13,8.388091861232556e-33,1.0,2.3279867200585006e-13,7.521944619342749e-36
2016-07-14,9.457037441925968e-35,1.0,3.5981524310715636e-26,3.9769611320758565e-67
2016-07-15,1.6929101808800595e-32,1.0,1.7233670906911028e-17,8.657051079906649e-47
2016-07-18,6.040980499056777e-30,1.0,1.946135240532352e-19,2.1483966196339377e-49
2016-07-19,1.273395565077704e-130,8.892924505830239e-101,1.0,3.577762682226448e-25
2016-07-20,2.8444089577651183e-103,2.0044134328409706e-72,1.0,2.0060309905209075e-13
2016-07-21,2.5701491649243024e-111,4.446543570886818e-83,0.9999999995870894,4.1325408114337213e-10
2016-07-22,4.232833555654969e-105,1.0300858039358139e-76,0.9999999997362465,2.6369147922333507e-10
2016-07-25,1.5507738883382008e-166,1.0503927294417887e-120,1.0,5.161301844037637e-41
2016-07-26,9.327558107699349e-29,0.9998940201041021,0.00010597989626491828,1.5137384209243872e-19
2016-07-27,3.6876100523831484e-23,0.9999999983720045,1.6280038237223907e-09,9.66352036896537e-28
2016-07-28,2.8156687627616708e-14,1.0,5.290143618670655e-18,6.160047725353246e-48
2016-07-29,3.1009760878320003e-13,0.9999999999972715,2.6867815405751413e-12,3.9530613395024835e-35
2016-08-01,4.1263765557982523e-13,1.0,7.666965371469522e-20,4.2088309542710415e-50
2016-08-02,2.7378948435973825e-13,1.0,7.638034027925866e-20,2.1061547538599502e-57
2016-08-03,1.76803714758272e-14,1.0,1.530974784489085e-14,3.9464107934258916e-42
2016-08-04,2.1573389816312712e-13,0.999999907938222,9.206172165087314e-08,1.1991592019256678e-28
2016-08-05,7.324487239130875e-13,0.9999999999990905,2.062210938486157e-15,2.2925544927465464e-44
2016-08-08,8.915829270136135e-13,0.9999999463680084,5.363135067390547e-08,2.649604162793067e-30
2016-08-09,1.0713121374035452e-12,0.9999999999427018,5.6253422200813924e-11,4.895839507681971e-34
2016-08-10,1.0983511899181126e-12,0.9999999996252882,3.7318304774000514e-10,6.510780747583193e-32
2016-08-11,5.038845651790431e-12,0.9999999999936335,1.4360466594376837e-12,3.5865094992259773e-34
2016-08-12,4.572521643819622e-12,0.9999999994633981,5.323519246469637e-10,1.6016999723201408e-32
2016-08-15,1.4932075833965425e-15,1.0,6.109777623870559e-24,2.4486196989972614e-64
2016-08-16,3.601788619255546e-14,1.0,8.765999469058148e-19,1.2386145700049354e-54
2016-08-17,1.5932528163907995e-13,1.0,1.857744096287017e-23,7.063777356554887e-65
2016-08-18,2.2334558004654493e-13,1.0,2.318892182509318e-20,5.413160755189411e-60
2016-08-19,1.41657853177744e-11,0.9999999999854481,4.959681246132355e-30,1.5204960657969174e-78
2016-08-22,1.4189058825775965e-11,0.9999999999854481,2.029222645708603e-16,2.3187562193246427e-47
2016-08-23,3.238873557301768e-11,0.9999999999672582,2.654728226418719e-16,5.922424588412203e-48
2016-08-24,1.0282624744615289e-09,0.9999999989713615,2.9166061036219966e-20,2.5470208446204073e-56
2016-08-25,3.425296492805701e-08,0.9999999657466111,8.206583891180459e-14,3.0013832578311957e-40
2016-08-26,2.031963962414484e-06,0.9999979680217347,1.410232496180275e-11,4.5703762435064684e-37
2016-08-29,6.472015457935103e-07,0.9999993525018276,2.9629985521513337e-10,1.7133962618067946e-34
2016-08-30,0.00011933336079166311,0.9998806666393589,8.219724315928043e-15,3.44868944411716e-43
2016-08-31,0.14595153457753826,0.8540484654220184,3.507754153796181e-21,2.641033229416987e-54
2016-09-01,0.39769904819303203,0.6023009518072346,8.548455567335825e-16,2.9562201312455614e-45
2016-09-02,0.9100567205061402,0.08994327949430504,3.2593714398498657e-15,1.4801280340972244e-41
2016-09-05,0.9233217100708678,0.07667828992901986,1.1084861095642535e-18,4.801925201047865e-52
2016-09-06,0.9592963569443934,0.04070364305534385,5.217197413059331e-16,2.9995064958954846e-42
2016-09-07,0.9933481824342703,0.006651817256227163,3.09070284998772e-10,6.109038972133363e-31
2016-09-08,0.9988342094707006,0.0011657905209351018,8.498439153051856e-12,3.1489888615488095e-33
2016-09-09,0.9995459735328,0.00045402646143867943,5.484804117971273e-12,1.2118401973866234e-35
2016-09-12,0.9994402834301992,0.000559715949832327,6.203979750704071e-10,1.4021946690624846e-32
2016-09-13,0.9999552652227106,4.4734775352727195e-05,1.4839935179257388e-12,8.601400184576019e-37
2016-09-14,0.9999997088098522,2.911901587833041e-07,5.641981742226046e-19,3.8911658895542e-47
2016-09-15,0.9999999962819857,3.7182324479350295e-09,2.3162330027859797e-13,4.396384997988833e-38
2016-09-16,0.99999999981992,1.714139689841036e-10,8.698089591584039e-12,1.4039896716118027e-31
2016-09-19,0.9999999999727152,2.7171600785534128e-11,9.27135581442623e-14,3.6251353603448696e-36
2016-09-20,0.9999999999763531,2.3400945135783954e-11,8.403330220482847e-17,4.973314866112964e-44
2016-09-21,0.9999999999563443,3.549865007383122e-11,8.59118909252321e-12,9.662776963369644e-34
2016-09-22,0.9999999978308551,2.3678823742836028e-11,2.1458871343189413e-09,3.4480316633222203e-29
2016-09-23,0.999999999992724,7.2625270090048635e-12,3.503999042003514e-19,1.1020525106808108e-47
2016-09-26,0.9999999999990905,1.2943852250691633e-12,3.463692910139491e-14,3.042508215153125e-38
2016-09-27,1.4264106548805323e-49,3.3156636726365736e-61,1.0,1.7264151443586565e-20
2016-09-28,1.149297325986279e-44,1.8509608637644263e-42,0.9999999999936335,6.780992073483106e-12
2016-09-29,1.532255675773226e-41,1.424861998270497e-39,0.999999999992724,7.619670643820532e-12
2016-09-30,8.026146172249407e-38,4.191470210211076e-34,0.9999999754127206,2.4587550235295314e-08
2016-10-03,2.7033542640561828e-42,7.83727664150209e-39,0.9999999991932782,8.068244098384189e-10
2016-10-04,3.935202292709643e-49,4.334554250058592e-46,0.9999999773708625,2.2629190468177336e-08
2016-10-05,1.8236256516538775e-32,1.5178230269370278e-28,0.9999999999972715,2.9382661270822644e-12
2016-10-06,8.38586248739277e-38,9.825668149374601e-36,0.9999999985175236,1.4828810833875575e-09
2016-10-07,9.383333012912064e-39,4.0381321546930683e-36,0.9999999999818101,1.838898711747505e-11
2016-10-10,9.980132113743855e-38,6.780586286910959e-35,0.9999999958808985,4.118973723229469e-09
2016-10-11,7.216568154345034e-39,5.5434062767292506e-36,0.9999999463343571,5.3665347143516934e-08
2016-10-12,5.383077621749653e-41,3.2565290865890256e-37,0.9999994647443213,5.352557018390668e-07
2016-10-13,8.922239491056021e-36,1.366857921257561e-32,0.9999999997835403,2.1646690476511617e-10
2016-10-14,4.457620741896872e-33,4.728795608090726e-30,0.9999999711599235,2.884050408287003e-08
2016-10-17,8.697567558934475e-44,7.200681351424203e-41,0.9999999923993528,7.600450170702242e-09
2016-10-18,4.122650541997481e-40,8.123702430289236e-37,0.9999998938046758,1.061951584500369e-07
2016-10-19,1.7302807665636726e-49,1.3464833821545058e-46,0.9999997993891357,2.0061059084762043e-07
2016-10-20,1.839573595404264e-38,4.882843880560599e-33,0.9999977463929027,2.253607047688933e-06
2016-10-21,5.164680462264395e-48,9.601883551844288e-42,0.9999770935896443,2.2906409966596655e-05
2016-10-24,6.145620390524292e-40,3.654092377329269e-36,0.9999999999763531,2.3476712642546334e-11
2016-10-25,6.698283612484047e-32,3.1691996894151424e-27,0.9999999999317879,6.839509703469875e-11
2016-10-26,2.3033340751520655e-37,7.1599054483194235e-34,0.99999999004649,9.953089363552709e-09
2016-10-27,7.279822715520371e-46,1.3487417847409931e-42,0.9999999991259756,8.739443362416687e-10
2016-10-28,3.5498459366193673e-43,1.5861006697295394e-39,0.99999998986641,1.0133150555423151e-08
2016-10-31,6.312822177709129e-44,1.5181004895009056e-39,0.9999993178837537,6.821162170205703e-07
2016-11-01,2.3452953698665186e-34,4.3765262106274634e-30,0.9999999517458502,4.825450962729457e-08
2016-11-02,2.653116468716007e-43,7.9841049921688e-39,0.9999999964966264,3.5035187633254395e-09
2016-11-03,2.4172484898313244e-46,1.4831608418852801e-41,0.9999999860492609,1.3950604772560917e-08
2016-11-04,1.8802980704128332e-41,2.193898315216109e-36,0.9999999995288817,4.710927865087085e-10
2016-11-07,1.954518631270762e-44,5.671142394021184e-40,0.9999999998926796,1.0776476645362316e-10
2016-11-08,2.520736224908494e-51,4.17971339810138e-46,1.0,1.6674234533453004e-13
2016-11-09,4.2959267383886766e-36,2.70433359931135e-31,1.0,3.2553933742374464e-14
2016-11-10,1.4279501716632358e-53,3.454179189679823e-49,1.0,2.8831401021026906e-14
2016-11-11,4.1839019406956406e-41,2.4946848291565554e-33,0.9999999995379767,4.618673673408028e-10
2016-11-14,1.4606332746874604e-38,1.9214392855032304e-31,0.9999999999718057,2.8164737233394885e-11
2016-11-15,4.0069809365689166e-51,1.8788532540971274e-44,1.0,6.656449309089969e-16
2016-11-16,2.3114847352173444e-43,1.222172497236754e-34,0.9999999999754436,2.4189529401387653e-11
2016-11-17,1.5347721534874898e-41,1.162793376118655e-32,0.9999999991732693,8.263849268672459e-10
2016-11-18,1.8848707541579334e-46,3.125949168712011e-37,0.9999998309513246,1.6904867905154362e-07
2016-11-21,4.912224873553964e-48,9.890133244408424e-38,0.9999997211871621,2.7881282273095726e-07
2016-11-22,1.8455688493776678e-60,2.764879942693986e-48,0.999999075869227,9.24130730206592e-07
2016-11-23,6.71545389884378e-63,1.1487860333343e-46,0.9999270017066504,7.299829289678573e-05
2016-11-24,7.051315546409345e-51,2.421596464052081e-34,0.999999893178034,1.0682232801072671e-07
2016-11-25,1.2403300750637532e-62,1.9319213315820053e-46,0.9999526988595437,4.7301139908451096e-05
2016-11-28,1.0798041004150609e-58,5.552222773581653e-43,0.9999947877503796,5.212249448574994e-06
2016-11-29,2.89968063701006e-53,1.728771324644397e-37,0.9999996199367882,3.800632862648179e-07
2016-11-30,9.217804778162635e-60,1.9354139251136887e-44,0.9999993228559579,6.771438620378365e-07
2016-12-01,1.5839432965467542e-45,3.698736859681177e-31,0.9999999999217835,7.784133817867009e-11
2016-12-02,1.801400486980445e-47,6.066393162781767e-32,0.9999999393257912,6.067485081818923e-08
2016-12-05,6.628704140674456e-46,7.986971753466421e-30,0.9999999998708518,1.2841090589834541e-10
2016-12-06,4.1024846700168686e-63,3.3477903208352653e-46,0.9999999960909918,3.909744689922709e-09
2016-12-07,3.0989432011535748e-55,2.700018349108116e-38,0.9999999994051905,5.952968061970274e-10
2016-12-08,1.6580877487708467e-47,3.184782822501581e-30,1.0,2.174148440349747e-13
2016-12-09,2.1394530469871175e-58,2.9070937359939735e-41,0.9999999946339813,5.365541655774606e-09
2016-12-12,7.911101946843287e-52,8.939413635687278e-33,1.0,5.348454688797551e-13
2016-12-13,1.126691597783795e-55,3.207543759685084e-36,0.9999999978699634,2.1306523419696535e-09
2016-12-14,2.0052701394221442e-59,5.079972156682876e-40,0.9999999997235136,2.7737904704552177e-10
2016-12-15,6.569993768727384e-60,4.078656248847915e-41,0.9999999999181455,8.273970866791247e-11
2016-12-16,3.785600376215679e-59,5.6562081503432e-35,0.999999995190592,4.8102100840418965e-09
2016-12-19,1.1211109624664722e-68,1.7886093328033953e-45,0.999999954845408,4.5155203015903346e-08
2016-12-20,2.005490112998704e-55,3.049279297137941e-31,0.9999999999872671,1.3385291185761019e-11
2016-12-21,8.08632290733933e-59,2.788613151525084e-35,0.9999999997162377,2.8451777768561736e-10
2016-12-22,6.202861567804062e-68,8.297568644503792e-45,0.9999999984920578,1.507584845345185e-09
2016-12-23,4.961046053262318e-58,4.925979107882909e-34,0.9999999998562998,1.439266003330887e-10
2016-12-26,7.795259397478726e-63,3.7121860022258756e-39,0.9999999823630789,1.7636457416641233e-08
2016-12-27,1.6307766216717867e-65,1.0225282644237182e-41,0.9999999997999112,2.008484488077669e-10
2016-12-28,1.9444434129303636e-55,5.159464941650568e-30,0.9999999999872671,1.3275091429713751e-11
2016-12-29,2.5891359189693834e-60,1.4646574496122068e-34,0.9999999850697351,1.493071325783948e-08
2016-12-30,1.8142372770348226e-61,8.847593981678612e-36,0.9999999988758645,1.1246366073684723e-09
2017-01-02,2.3905566402230618e-56,1.8645849964279144e-31,0.9999999963038135,3.69565089478898e-09
2017-01-03,3.3383384168965695e-62,1.944604741916695e-37,0.9999999787214622,2.1279193676967558e-08
2017-01-04,2.6183005280449578e-64,4.7405343586087494e-39,0.9999999845313142,1.5468427549452396e-08
2017-01-05,6.166736991406506e-71,4.1464208358913744e-44,0.9999999902593117,9.740642754474768e-09
2017-01-06,3.548655554963532e-72,2.7209097850424172e-45,0.9999998660660002,1.339346178743454e-07
2017-01-09,4.0576854718804154e-66,1.818142625883409e-39,0.9999998951752841,1.0482414141748424e-07
2017-01-10,5.238881774401104e-65,1.1098547388458194e-38,0.9999999251394939,7.48610284922369e-08
2017-01-11,3.3998929151004914e-61,4.244234996213376e-34,0.9999999734245651,2.6576235496075964e-08
2017-01-12,4.552500100821319e-64,7.94676421651127e-38,0.9999999997417035,2.5790912826500815e-10
2017-01-13,1.7644243205364307e-62,9.593043877027261e-36,0.9999999888059392,1.1194949603829665e-08
2017-01-16,2.8864397748270086e-60,8.426867020805672e-30,0.999999999990905,9.857308454654168e-12
2017-01-17,2.0698910579087972e-58,2.539669880189844e-28,0.9999999988722266,1.1282300307225045e-09
2017-01-18,8.338760551806486e-71,5.998702785880295e-40,0.9999999999763531,2.4037007093518577e-11
2017-01-19,5.985060044510445e-63,1.0851286339347269e-31,0.9999999992360245,7.632101010054206e-10
2017-01-20,8.620739811762698e-62,9.557961415196272e-26,1.0,3.1193933877347534e-24
2017-01-23,2.597774335443029e-34,0.9991484741715883,0.0008515258287722323,1.4663481885885896e-20
2017-01-24,1.1327950516866565e-28,0.9999996929091611,3.0709053318461047e-07,5.419863442634678e-31
2017-01-25,2.3174768695775645e-83,2.2179962549645685e-55,1.0,2.718193865769193e-16
2017-01-26,2.032912868416561e-67,4.931736858955785e-36,0.9999999989486241,1.050477148730433e-09
2017-01-27,1.0565326152269776e-64,4.6321652635834647e-35,0.9999999985793693,1.4214671464502867e-09
2017-01-30,7.09051519741833e-67,2.0578679487874117e-36,0.9999999994997779,4.993688307506639e-10
2017-01-31,3.90134697899151e-62,1.0253308200359244e-31,0.999999999990905,8.93050351143065e-12
2017-02-01,2.745563006831884e-70,5.2723190982611205e-40,0.9999999348583536,6.514183351956749e-08
2017-02-02,3.887799107206732e-69,1.8292240091441077e-39,0.9999982428814268,1.7571185754614424e-06
2017-02-03,2.3589601328917423e-62,2.9934740523304834e-32,0.999999675816123,3.2418350809745633e-07
2017-02-06,3.0647989908850174e-60,9.131833126622386e-30,0.9999999658084567,3.41908475099492e-08
2017-02-07,6.6499644195403875e-65,1.2675156130831899e-33,0.9999986602970118,1.3397030336149505e-06
2017-02-08,3.384495426415116e-76,1.9807004785450211e-44,0.9999987054715541,1.294529230392977e-06
2017-02-09,3.916985545614765e-77,1.8473568204798903e-45,0.9999998676448828,1.32354661573156e-07
2017-02-10,2.63591900564646e-75,1.0034597629048634e-43,0.9999995787912644,4.212086436749855e-07
2017-02-13,1.9095681274267195e-72,8.63559438863351e-40,0.9999995954277346,4.045715775292782e-07
2017-02-14,1.0249806667903689e-70,7.357897772190541e-40,0.9999999999836291,1.7233430875116738e-11
2017-02-15,4.7186721752808784e-61,1.1294350001371668e-29,0.999999999996362,4.191500470974282e-12
2017-02-16,8.618120628894584e-65,1.4452121159440023e-33,0.9999999947685865,5.231175560023274e-09
2017-02-17,2.8198593412147156e-70,1.5664349145043026e-38,0.9999999975116225,2.4882334062700138e-09
2017-02-20,1.3588927793089028e-66,9.586264255102434e-37,1.0,3.102933881732742e-16
2017-02-21,7.2244009405707576e-65,1.2743344341477984e-36,0.9999999999508873,4.840460578662706e-11
2017-02-22,3.854726862798546e-62,1.660287596399969e-33,1.0,2.1307705127297553e-14
2017-02-23,2.2273020935928357e-60,1.3951671162680635e-30,0.9999999998617568,1.388822734043311e-10
2017-02-24,6.584249256015029e-72,2.5244801827924333e-42,0.999999999990905,9.108845044625606e-12
2017-02-27,9.646105783940777e-60,2.1204793956644478e-32,0.9999999385363499,6.146439767422148e-08
2017-02-28,3.0606940517091966e-72,4.525892753202787e-45,0.9999999833980838,1.6601890340631295e-08
2017-03-01,1.450993212138082e-70,7.703107068431878e-43,0.999997799007054,2.200992069981437e-06
2017-03-02,1.756287662744742e-58,6.1488750142040145e-30,0.9999999979881977,2.012205122945167e-09
2017-03-03,9.84113393969209e-69,9.50335985504254e-43,0.9999999722876968,2.7712108432493767e-08
2017-03-06,1.4475120115886926e-63,4.632920470968156e-38,1.0,2.4596475660284884e-16
2017-03-07,5.236620791328864e-58,3.878599260033488e-32,1.0,2.43293086859958e-14
2017-03-08,1.4228113977383848e-61,1.1832366400511616e-35,1.0,3.499381352328612e-15
2017-03-09,5.923222848830957e-67,7.978879689854035e-41,1.0,5.457695208531557e-16
2017-03-10,3.1791810219580416e-64,4.723430595430426e-40,1.0,2.0604768677046126e-22
2017-03-13,8.218306164555515e-67,2.8932503156757844e-42,1.0,2.798210646661477e-19
2017-03-14,6.555201522473976e-60,7.297855761044452e-35,1.0,6.046589008452675e-18
2017-03-15,3.540229250896039e-64,8.368233645820106e-40,1.0,2.66943558314804e-16
2017-03-16,3.865851676042818e-55,7.845798322003764e-30,1.0,5.949970375507182e-19
2017-03-17,2.4246655761998807e-54,5.564782198813079e-29,1.0,2.7108545863175284e-19
2017-03-20,2.013973043169934e-66,1.8903363573821267e-42,1.0,2.0670851326790721e-16
2017-03-21,1.273554737959418e-64,5.589492511769102e-40,1.0,4.3268013983278944e-14
2017-03-22,3.875062694141329e-68,2.3959101568019735e-43,1.0,4.272032395219303e-14
2017-03-23,1.2645047023277022e-66,1.725857199076197e-41,1.0,5.638384397228653e-13
2017-03-24,4.143527857973902e-66,8.764728845352291e-41,1.0,5.516880023825283e-16
2017-03-27,1.0333772813493827e-59,3.843189264099426e-33,1.0,5.488612811448782e-15
2017-03-28,5.554926337539422e-66,2.2773670924316434e-40,1.0,1.3823351983649625e-13
2017-03-29,1.8311060047301624e-62,2.1441765153704057e-36,1.0,1.914106726975589e-15
2017-03-30,6.264213403685012e-60,3.027258468966225e-34,1.0,2.309489651750996e-13
2017-03-31,8.843238985464389e-58,4.428651436416813e-31,1.0,1.425642197096967e-15
2017-04-03,2.8057360242875094e-67,8.216106227314418e-41,1.0,1.1593056612401483e-14
2017-04-04,4.160449476185173e-70,4.970750233419115e-43,1.0,5.0670711929082375e-14
2017-04-05,6.4936065056801375e-59,4.556947591081312e-31,1.0,5.375288997004082e-15
2017-04-06,5.253400843705792e-68,4.847055507126321e-40,1.0,1.2073973596397263e-16
2017-04-07,7.754059316449468e-65,1.6547745622293422e-35,1.0,4.272136168523688e-14
2017-04-10,1.0172353414813409e-66,6.829597900660967e-36,1.0,5.389540867961441e-13
2017-04-11,1.3954797673170325e-116,2.574226533463912e-86,1.0,4.4354692723150176e-14
2017-04-12,7.962426056638135e-115,1.3303187004241756e-85,0.999999999996362,3.0608505289041646e-12
2017-04-13,3.846740903005544e-117,5.214020908793317e-88,0.9999999999836291,1.7141399760247398e-11
2017-04-14,2.743747110909097e-106,1.6084677140119965e-78,0.9999999997853593,2.153863783419313e-10
2017-04-17,1.1790913444088672e-105,1.6331324208902004e-77,0.9999999999545253,4.6358576422881594e-11
2017-04-18,2.098888628658757e-100,2.21014529333126e-70,0.9999999999799911,1.9695648787834774e-11
2017-04-19,4.698803995687026e-102,8.169547217872609e-72,0.999999999990905,9.630764815201058e-12
2017-04-20,1.4299942075960214e-96,8.581746313078975e-67,0.9999999999708962,2.8849134849500398e-11
2017-04-21,2.3339296706549907e-97,2.6371184356553833e-65,0.999999999998181,1.1005538234206632e-12
2017-04-24,1.2215274409855845e-102,5.233898135551492e-71,1.0,1.2867013393958532e-14
2017-04-25,3.658864989834916e-122,6.963781834880073e-91,1.0,1.2340963347190658e-13
2017-04-26,1.8482550001382744e-112,2.3391618591698337e-80,1.0,1.343475868098336e-13
2017-04-27,2.9901904866018777e-106,2.412663679708322e-74,1.0,8.434422420609672e-13
2017-04-28,1.1595170821588705e-106,1.0488032683528446e-74,1.0,6.213919815766173e-13
2017-05-01,1.0153461067085238e-118,7.744512468806664e-87,0.999999999994543,5.259057247444415e-12
2017-05-02,1.5706009624157491e-108,3.7167513519691353e-76,0.999999999998181,1.7619353196248994e-12
2017-05-03,8.988941767610338e-114,1.226296174844901e-81,0.999999999998181,1.8498418671284382e-12
2017-05-04,9.313928407127419e-114,1.5709169167880517e-81,1.0,2.9302921314937673e-13
2017-05-05,9.88885421194747e-103,1.1099805786260133e-69,1.0,3.245950030030121e-14
2017-05-08,3.1281916572053458e-114,6.3513123827228285e-80,1.0,1.8350939811425044e-14
2017-05-09,8.874344169768171e-114,2.2001552376323047e-76,0.999999999998181,1.2355304611267018e-12
2017-05-10,2.1754568696725674e-112,3.5953700287335047e-75,1.0,6.182120737774434e-13
2017-05-11,1.0075757932266613e-112,2.704860933197741e-75,1.0,1.78779482579896e-13
2017-05-12,1.7665576976933425e-123,1.1215971654008093e-85,0.999999999998181,9.585554224477725e-13
2017-05-15,8.781409860682466e-117,3.543812594438358e-75,0.9999999999872671,1.3010629227342484e-11
2017-05-16,1.0009504097516611e-124,4.620619539759304e-82,0.999999999996362,4.163849779024199e-12
2017-05-17,1.0842629535918708e-115,5.473945691370739e-74,0.9999999999799911,1.9851190658646382e-11
2017-05-18,1.7518345626238982e-130,1.5462783569179008e-88,0.999999999992724,6.6357697617917496e-12
2017-05-19,1.5041698099442111e-111,5.097373891530402e-69,0.999999999998181,1.640269628117954e-12
2017-05-22,2.2716303636112222e-114,9.005765747515491e-71,0.999999999998181,2.1752353002232338e-12
2017-05-23,1.5077473071267926e-123,2.7766857435488936e-80,0.999999999994543,5.278288966923656e-12
2017-05-24,2.388767911474234e-126,5.234281618878059e-83,0.999999999992724,7.36424539547719e-12
2017-05-25,2.7591895819832406e-125,1.1191574548985402e-80,0.9999999999745341,2.4723324322348927e-11
2017-05-26,3.136036870287974e-120,3.525364669839254e-72,0.9999999999581632,4.108321552843875e-11
2017-05-29,3.9240500170560507e-123,8.480623086247143e-73,0.999999940904674,5.909597373813552e-08
2017-05-30,1.7095640404829816e-121,1.2618854974506922e-71,0.9999998844614377,1.1553899663558957e-07
2017-05-31,7.236452318411118e-117,6.810645913168783e-67,0.9999991546304889,8.453690107339662e-07
2017-06-01,2.4970870033836177e-128,3.8424245915077576e-79,0.9999998472812993,1.5271818191281713e-07
2017-06-02,1.261827845035656e-125,1.5817984207200197e-73,0.9999991996431637,8.003559933859527e-07
2017-06-05,1.0340888359267997e-132,8.988741867156483e-80,0.9999988696205968,1.1303800495461537e-06
2017-06-06,8.663367848299475e-127,1.7609022697048835e-74,0.9999958546736224,4.14532552572722e-06
